,compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments,pDTC_Value,SMILES,base_rdkit_smiles
17118,CHEMBL3577955,PWDBREUBRYUEGC-BTJKTKAUSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,25893048.0,IC50,>,40000.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 (unknown origin),,ACS Med. Chem. Lett.,PUBLICATION,,4.3979400086720375,CC(C)N1CCN(CC1)C(=O)C2=CC=C(C=C2)CN3CCOCC3.C(=C\C(=O)O)\C(=O)O,CC(C)N1CCN(C(=O)c2ccc(CN3CCOCC3)cc2)CC1
17509,CHEMBL2087455,QENDQZCSFXDDOX-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22468936.0,INHIBITION,=,-15.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 using MFC as substrate at 3 uM after 45 mins by Gentest method,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,PUBLICATION,,-15.0,COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCC(CC3)C(=O)N,COc1ccc(-c2cc(NC(=O)CCCCN3CCC(C(N)=O)CC3)n[nH]2)cc1
17601,CHEMBL565547,QGJVXXSJZAPJME-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,19646865.0,INHIBITION,<,10.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9,Discovery of a novel azepine series of potent and selective 5-HT2C agonists as potential treatments for urinary incontinence.,Bioorg. Med. Chem. Lett.,PUBLICATION,,10.0,CC1=NN2C(=NC3=C(C2=N1)CCNCC3)CC4=CC=CC=C4,Cc1nc2c3c(nc(Cc4ccccc4)n2n1)CCNCC3
17747,CHEMBL260374,QKDDJDBFONZGBW-UHFFFAOYSA-N,THIOPERAMIDE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,=,79.43,NM,Active,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,7.100015437450609,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
17748,CHEMBL260374,QKDDJDBFONZGBW-UHFFFAOYSA-N,THIOPERAMIDE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,=,158.49,NM,Active,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,6.799998134593398,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
17749,CHEMBL260374,QKDDJDBFONZGBW-UHFFFAOYSA-N,THIOPERAMIDE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,=,501.19,NM,Active,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,6.299997602857746,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
17750,CHEMBL260374,QKDDJDBFONZGBW-UHFFFAOYSA-N,THIOPERAMIDE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,79.4,NM,Active,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,7.100179497572904,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
17751,CHEMBL260374,QKDDJDBFONZGBW-UHFFFAOYSA-N,THIOPERAMIDE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,158.5,NM,Active,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,6.79997073344623,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
17752,CHEMBL260374,QKDDJDBFONZGBW-UHFFFAOYSA-N,THIOPERAMIDE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,501.2,NM,Active,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,6.299988937677887,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
18323,CHEMBL49,QWCRAEMEVRGPNT-UHFFFAOYSA-N,BUSPIRONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22931300.0,INHIBITION,,,,Not Determined,,,,,,,,,,,,,,Inhibition of human CYP2C9 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 7-methoxy-4-trifluoromethylcoumarin-3-acetic acid as substrate after 30 mins,Preclinical strategy to reduce clinical hepatotoxicity using in vitro bioactivation data for >200 compounds.,Chem. Res. Toxicol.,PUBLICATION,,,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
18324,CHEMBL49,QWCRAEMEVRGPNT-UHFFFAOYSA-N,BUSPIRONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,=,7943.28,NM,inconclusive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,5.100000128334196,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
18325,CHEMBL49,QWCRAEMEVRGPNT-UHFFFAOYSA-N,BUSPIRONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
18326,CHEMBL49,QWCRAEMEVRGPNT-UHFFFAOYSA-N,BUSPIRONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
18327,CHEMBL49,QWCRAEMEVRGPNT-UHFFFAOYSA-N,BUSPIRONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
18328,CHEMBL49,QWCRAEMEVRGPNT-UHFFFAOYSA-N,BUSPIRONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,7943.3,NM,Inconclusive,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,5.0999990348465305,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
18466,CHEMBL39,QZAYGJVTTNCVMB-UHFFFAOYSA-N,SEROTONIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,=,15848.93,NM,inconclusive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,4.800000052738446,C1=CC2=C(C=C1O)C(=CN2)CCN,NCCc1c[nH]c2ccc(O)cc12
18467,CHEMBL39,QZAYGJVTTNCVMB-UHFFFAOYSA-N,SEROTONIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,C1=CC2=C(C=C1O)C(=CN2)CCN,NCCc1c[nH]c2ccc(O)cc12
18468,CHEMBL39,QZAYGJVTTNCVMB-UHFFFAOYSA-N,SEROTONIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,15848.9,NM,Inconclusive,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,4.800000874803203,C1=CC2=C(C=C1O)C(=CN2)CCN,NCCc1c[nH]c2ccc(O)cc12
18493,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,21467212.0,INHIBITION,<,10.0,%,,,,,,,,,,,,,,,Time dependent inhibition of CYP2C9 (unknown origin) at 100 uM by LC/MS system,Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites.,Drug Metab. Dispos.,PUBLICATION,,10.0,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18494,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22931300.0,INHIBITION,,,,Active,,,,,,,,,,,,,,Inhibition of human CYP2C9 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 7-methoxy-4-trifluoromethylcoumarin-3-acetic acid as substrate after 30 mins,Preclinical strategy to reduce clinical hepatotoxicity using in vitro bioactivation data for >200 compounds.,Chem. Res. Toxicol.,PUBLICATION,,,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18495,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23033255.0,IC50,=,21200.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 in human liver microsomes using tolbutamide substrate by LC-MS/MS method,,Drug Metab. Dispos.,PUBLICATION,,4.673664139071248,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18496,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23297297.0,DRUG METABOLISM,=,0.01,NMOL/MIN,,,,,,,,,,,,,,,Drug metabolism in supersomes expressing human recombinant CYP2C9 assessed as enzyme-mediated cyanide adduct formation at 100 uM after 30 mins measured per nmol of P450 by HPLC analysis in presence of KCN,,Drug Metab. Dispos.,PUBLICATION,,0.01,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18497,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23297297.0,DRUG METABOLISM,=,0.057,NMOL/MIN,,,,,,,,,,,,,,,Drug metabolism in supersomes expressing human recombinant CYP2C9 assessed as enzyme-mediated clozapine-N-oxide metabolite formation at 100 uM after 30 mins measured per nmol of P450 by HPLC analysis,,Drug Metab. Dispos.,PUBLICATION,,0.057,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18498,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23297297.0,DRUG METABOLISM,=,0.065,NMOL/MIN,,,,,,,,,,,,,,,Drug metabolism in supersomes expressing human recombinant CYP2C9 assessed as enzyme-mediated clozapine-N-oxide metabolite formation at 10 uM after 30 mins measured per nmol of P450 by HPLC analysis,,Drug Metab. Dispos.,PUBLICATION,,0.065,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18499,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23297297.0,DRUG METABOLISM,=,0.22,NMOL/MIN,,,,,,,,,,,,,,,Drug metabolism in supersomes expressing human recombinant CYP2C9 assessed as enzyme-mediated N-desmethylclozapine metabolite formation at 100 uM after 30 mins measured per nmol of P450 by HPLC analysis,,Drug Metab. Dispos.,PUBLICATION,,0.22,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18500,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23297297.0,DRUG METABOLISM,=,0.33,NMOL/MIN,,,,,,,,,,,,,,,Drug metabolism in supersomes expressing human recombinant CYP2C9 assessed as enzyme-mediated N-desmethylclozapine metabolite formation at 10 uM after 30 mins measured per nmol of P450 by HPLC analysis,,Drug Metab. Dispos.,PUBLICATION,,0.33,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18501,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,=,39810.72,NM,inconclusive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,4.399999967876858,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18502,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18503,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18504,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18505,CHEMBL42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CLOZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,39810.7,NM,Inconclusive,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,4.40000018605658,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18554,CHEMBL85,RAPZEAPATHNIPO-UHFFFAOYSA-N,RISPERIDONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
18555,CHEMBL85,RAPZEAPATHNIPO-UHFFFAOYSA-N,RISPERIDONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
18556,CHEMBL85,RAPZEAPATHNIPO-UHFFFAOYSA-N,RISPERIDONE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
18733,CHEMBL50,REFJWTPEDVJJIY-UHFFFAOYSA-N,QUERCETIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,14761192.0,KI,=,27000.0,NM,,,,,,,,,,,,,,,Binding affinity towards cytochrome P450 2C9,Conformer- and alignment-independent model for predicting structurally diverse competitive CYP2C9 inhibitors.,J. Med. Chem.,PUBLICATION,,4.568636235841013,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
18734,CHEMBL50,REFJWTPEDVJJIY-UHFFFAOYSA-N,QUERCETIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22328583.0,IC50,=,10200.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 in human liver microsomes using diclofenac as substrate after 8 mins by LC-MS/MS analysis,Identifying a selective substrate and inhibitor pair for the evaluation of CYP2J2 activity.,Drug Metab. Dispos.,PUBLICATION,,4.991399828238082,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
18735,CHEMBL50,REFJWTPEDVJJIY-UHFFFAOYSA-N,QUERCETIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
18736,CHEMBL50,REFJWTPEDVJJIY-UHFFFAOYSA-N,QUERCETIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,7943.3,NM,Active,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,5.0999990348465305,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
18737,CHEMBL50,REFJWTPEDVJJIY-UHFFFAOYSA-N,QUERCETIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,19952.6,NM,Inconclusive,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,4.700000503883016,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
18738,CHEMBL50,REFJWTPEDVJJIY-UHFFFAOYSA-N,QUERCETIN,,P10632,CYTOCHROME P450 2C8,CYP2C8,,,17132069.0,ACTIVITY,=,30.6,%,,,,,,,,,,,,,,,Effect on CYP2C8/CYP2C9 in human liver assessed as tolubutamide methylhydroxylation at 100 uM relative to control,"OPC-67683, a nitro-dihydro-imidazooxazole derivative with promising action against tuberculosis in vitro and in mice.",PLoS Med.,PUBLICATION,,30.6,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
18951,CHEMBL2418364,RIYSYRWQPZAUDK-CAZKFNJPSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23932792.0,IC50,>,30000.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 in human liver microsomes in presence of NADPH,"Octahydropyrrolo[3,4-c]pyrrole negative allosteric modulators of mGlu1.",Bioorg. Med. Chem. Lett.,PUBLICATION,,4.522878745280337,C1[C@@H]2CN(C[C@@H]2CN1C3=CC=CC=N3)C(=O)C45CC6CC(C4)CC(C6)C5,O=C(N1C[C@@H]2CN(c3ccccn3)C[C@@H]2C1)C12CC3CC(CC(C3)C1)C2
18979,CHEMBL2204359,RJOWFEDJGNNCDF-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,21486038.0,IC50,=,34000.0,NM,,,,,,,,,,,,,,,Inhibition of human recombinant CYP2C9 using dibenzylfluorescein after 45 mins by fluorescence spectrophotometric analysis,"Discovery of 1-[2-(2,4-Dimethylphenylsulfanyl)phenyl]piperazine (Lu AA21004): A Novel Multimodal Compound for the Treatment of Major Depressive Disorder.",J. Med. Chem.,PUBLICATION,,4.468521082957745,C1CN(CCN1)C2=CC=CC=C2SC3=C(C=C(C=C3)Cl)Cl.Cl,Clc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1
19065,CHEMBL83954,RLSGBCUXLRMTPF-UHFFFAOYSA-N,RS-23597-190,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,COC1=CC(=C(C=C1C(=O)OCCCN2CCCCC2)Cl)N,COc1cc(N)c(Cl)cc1C(=O)OCCCN1CCCCC1
19204,CHEMBL654,RONZAEMNMFQXRA-UHFFFAOYSA-N,MIRTAZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,=,50.12,NM,Active,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,7.299988937677887,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,CN1CCN2c3ncccc3Cc3ccccc3C2C1
