,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
67955,ZAHQBPYQBHTECE-WYUMXYHSNA-N,CHEMBL1256873,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,C=12C(C(C(=O)NC3=NC=C(S3)C)N(S(C1C=CC=C2)(=O)=O)C)=O,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1
67984,YYFPRONJEYGQND-UHFFFAOYNA-N,CHEMBL1398540,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,ClC1=C(CN2C=3N=CN=CC3N=C(C2=O)C4=CC(F)=CC=C4)C=CC=C1,O=c1c(-c2cccc(F)c2)nc2cncnc2n1Cc1ccccc1Cl
67999,YYYHNQKFRRGNJR-LILDFLRNNA-N,CHEMBL1551065,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(N1CCC2(CC1)CCN(CC2)C(=O)NC=3C=CC(OC)=CC3)C,COc1ccc(NC(=O)N2CCC3(CC2)CCN(S(C)(=O)=O)CC3)cc1
68015,ZAYUDAQXRJBKCC-UHFFFAOYNA-N,CHEMBL1586621,1559,A,5.35,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C2N(C(=O)N=C(C2C(OCCOC)=O)C)C(=O)C)C=C1,COCCOC(=O)C1C(C)=NC(=O)N(C(C)=O)C1c1ccc(Cl)cc1
68017,ZBALSUWLYMYBCQ-UHFFFAOYNA-N,CHEMBL1472456,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,O1C(C(=O)N(C2=CC=C(C=C2)C)CC3=CC=C(N(=O)=O)C=C3)=CC=C1,Cc1ccc(N(Cc2ccc([N+](=O)[O-])cc2)C(=O)c2ccco2)cc1
68028,ZBLIBRLWMUMKAE-UHFFFAOYNA-N,CHEMBL1325149,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C(N2CCN(C3=NC(=O)N(C(=O)C3)C4CCCCC4)CC2)C=CC1,O=C1CC(N2CCN(c3cccc(Cl)c3)CC2)=NC(=O)N1C1CCCCC1
68038,YWQDODSJXMHTFS-QWOVJGMINA-N,CHEMBL1334334,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,O1C=2C(C3=NC(NC(=O)C4CCCCC4)=CC(=C3C1=O)C)=CC=CC2,Cc1cc(NC(=O)C2CCCCC2)nc2c1c(=O)oc1ccccc12
68066,ZDQVFEQUDNDGSS-HPHMPNDVNA-N,CHEMBL3142316,1559,N,4.14,chembl20,772719,9606,CYP2C9,un28,C=1C=C(C(=NC=2C=CC3=C(NC=C3C=4CCN(CC4)C)C2)N)SC1,CN1CC=C(c2c[nH]c3cc(N=C(N)c4cccs4)ccc23)CC1
68085,ZEJNUSBFVNAFAG-PKSOQXRJNA-N,CHEMBL1338884,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,O(C=1N(N=C2C1C=CC(=C2)C(=O)NCC3=CC=C(C=C3)C)CCC)C,CCCn1nc2cc(C(=O)NCc3ccc(C)cc3)ccc2c1OC
68086,ZEJQJHRVQOTEOL-UHFFFAOYNA-N,CHEMBL1609178,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,N=C(C1=CC2=C(C=C1)C=CC=C2)C3=C(CC4=CC=CC=C4)C=CC=C3,N=C(c1ccc2ccccc2c1)c1ccccc1Cc1ccccc1
68110,ZFRCDAQEWZROHO-HCKMINDGNA-N,CHEMBL1511209,1559,A,7.35,chembl20,737826,9606,CYP2C9,un28,O(C1=C(OC)C=C(C=C1OC)C(OCC(=O)NC2=NOC(=C2)C)=O)C,COc1cc(C(=O)OCC(=O)Nc2cc(C)on2)cc(OC)c1OC
68150,ZIAHEDPZUGMZMM-QWOVJGMINA-N,CHEMBL1366112,1559,A,5.7,chembl20,737826,9606,CYP2C9,un28,S1C(C2=NC=3C(C(=C2)C(=O)NCC=4OC=CC4)=CC=CC3)=CC=C1CC,CCc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)s1
68157,YZQUPRHBUVEFJU-UHFFFAOYNA-N,CHEMBL1514016,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O=C1N(C=2N=C(OCC3=CC=CC=C3)N=CC2N=C1C=4C=CC=CC4)CCOC,COCCn1c(=O)c(-c2ccccc2)nc2cnc(OCc3ccccc3)nc21
68212,ZLLYDCCBOVQMFM-XBTAAFKLNA-N,CHEMBL1438061,1559,A,6.2,chembl20,737826,9606,CYP2C9,un28,BrC=1C(OCC(=O)NC(=S)NC2=C(C=C(C=C2)C)C)=CC=C(C1)CC,CCc1ccc(OCC(=O)NC(=S)Nc2ccc(C)cc2C)c(Br)c1
68217,ZLSCRVKIRLVCNU-ZHACJKMWNA-N,CHEMBL1340676,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,FC=1C(OC=2N=CC=CC2C(=O)/C(=C/N(C)C)/C#N)=CC=C(F)C1,CN(C)/C=C(\C#N)C(=O)c1cccnc1Oc1ccc(F)cc1F
68224,ZKEKFKBDHNVGCN-UHFFFAOYNA-N,CHEMBL1649655,1559,A,5.7,chembl20,702469,9606,CYP2C9,un28,C1CCC=2C(=NN(C3=CC=C(C=C3)S(N(C)C)(=O)=O)C2C1)C(F)(F)F,CN(C)S(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1
68240,ZJDOKZPRPXXILV-UHFFFAOYNA-N,CHEMBL1305989,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,S(C=1N(N=NN1)C2=CC=CC=C2)C(CN3C(=O)CCC3)CN4CCOCC4,O=C1CCCN1CC(CN1CCOCC1)Sc1nnnn1-c1ccccc1
68246,ZJLAXMKOMJPPJI-UHFFFAOYNA-N,CHEMBL1369444,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(N1CCN(C2=CC(NCC3=CC=CC=C3)=C(N(=O)=O)C=C2)CC1)C,CS(=O)(=O)N1CCN(c2ccc([N+](=O)[O-])c(NCc3ccccc3)c2)CC1
68274,ZGNYVNGQCGYHTD-UHFFFAOYNA-N,CHEMBL1434643,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,O=C(N1CCC2(CN(C=3C=CN=CC3)CCC2)CC1)C=4N(C=CC4)C,Cn1cccc1C(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1
68283,ZGVWSVFTHXPBIK-LILDFLRNNA-N,CHEMBL1705400,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O1C=2C(OC1)=CC=C(C2)CNC(=O)C=3NC(=C(C3CC)C(=O)C)C,CCc1c(C(=O)NCc2ccc3c(c2)OCO3)[nH]c(C)c1C(C)=O
68295,ZHKLRMPAMKGNCM-SKSWXACZNA-N,CHEMBL3208450,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,ClC=1C(N(S(=O)(=O)C)CC(=O)N/N=C/C=2SC=CC2)=CC=CC1Cl,CS(=O)(=O)N(CC(=O)N/N=C/c1cccs1)c1cccc(Cl)c1Cl
68322,YYJWFIDZCNSTJL-FOPRCUHWNA-N,CHEMBL3189991,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O=N(=O)C1=NN(C=N1)CC(=O)N/N=C/C2=C(O)C=CC=C2,O=C(Cn1cnc([N+](=O)[O-])n1)N/N=C/c1ccccc1O
68350,ZTXIJCZGZHIMCB-MPIMZMORNA-N,CHEMBL1374962,1559,A,7.35,chembl20,737826,9606,CYP2C9,un28,BrC=1C=C(C(OC)=CC1)C(=O)NC2=CC=C(C=C2)CC3=CC=NC=C3,COc1ccc(Br)cc1C(=O)Nc1ccc(Cc2ccncc2)cc1
68403,ZWIBCHOULABABZ-QWOVJGMINA-N,CHEMBL1395527,1559,A,5.9,chembl20,688885,9606,CYP2C9,un28,O=C(N(C)C)C1=CC=C(C2=NC=NC(NC=3C=CC=CC3)=C2)C=C1,CN(C)C(=O)c1ccc(-c2cc(Nc3ccccc3)ncn2)cc1
68413,ZWXHZDQAMSQSBG-UHFFFAOYNA-N,CHEMBL1507676,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,O=C1C(=CC=2C(=C(N(C2C)C3=CC=C(C=C3)C)C)C=C1)C(OCC)=O,CCOC(=O)c1cc2c(C)n(-c3ccc(C)cc3)c(C)c2ccc1=O
68425,ZXHPMKFXRZRBKU-UHFFFAOYNA-N,CHEMBL1351101,1559,N,4.55,chembl20,737826,9606,CYP2C9,un28,S1C(=NC(=C1)C2=CC=C(F)C=C2)C3=C(N(C=C3O)CCCN4CCOCC4)N,Nc1c(-c2nc(-c3ccc(F)cc3)cs2)c(O)cn1CCCN1CCOCC1
68448,ZYKCETVKVRJFGD-UHFFFAOYNA-N,CHEMBL470881,1559,N,4.4,chembl20,688885,9606,CYP2C9,un28,C=1(C=C2C=CN=C3C2=C(C1OC)C=4C(=CC(=C(C4)OC)OC)C3=O)OC,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3ccnc(c13)C2=O
68452,ZYOIQICRHUXCRL-UHFFFAOYNA-N,CHEMBL469227,1559,A,5.79,chembl20,715317,9606,CYP2C9,un28,C=1C(O)=C(C=2C(C1)=CC(C=3C=CC=C(C3)O)=CC2)C=4C=CC=CC4,Oc1cccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)c1
68454,ZYRVECOSVHQEHR-GPQMBLKYNA-N,CHEMBL1305576,1559,A,5.7,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(NC(C(=O)NC=1SC=C(N1)C(C)(C)C)C(C)C)C=2SC=CC2,CC(C)C(NS(=O)(=O)c1cccs1)C(=O)Nc1nc(C(C)(C)C)cs1
68465,ZZCWFBRBUVYPST-QWOVJGMINA-N,CHEMBL1304396,1559,A,7.0,chembl20,737826,9606,CYP2C9,un28,P(=O)(CP(=O)(O)C1=C(O)C=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,O=P(O)(CP(=O)(c1ccccc1)c1ccccc1)c1ccccc1O
68480,ZZRVRSFOYHNJEI-GPQMBLKYNA-N,CHEMBL1508952,1559,A,5.8,chembl20,737826,9606,CYP2C9,un28,O=C(C=1C(=C(N(NC(=O)C2=CC=NC=C2)C1C)C)C(=O)C)C,CC(=O)c1c(C(C)=O)c(C)n(NC(=O)c2ccncc2)c1C
68533,BDTSZOWJPJQJCC-QVUQFMIFNA-N,CHEMBL1320172,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,O=C1N(C(=O)C=2C1=CC=CC2)CCCC(ON=C(N)C3=CC(=CC=C3)C)=O,Cc1cccc(C(N)=NOC(=O)CCCN2C(=O)c3ccccc3C2=O)c1
68536,BDWJQTNJPVRXKT-OTJKMEOQNA-N,CHEMBL1471259,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,ClC=1C(=CC(NC(=S)NC(=O)C2=CC(OC)=CC(OC)=C2)=CC1)C(O)=O,COc1cc(OC)cc(C(=O)NC(=S)Nc2ccc(Cl)c(C(=O)O)c2)c1
68539,BDZLGPXZWXAROT-LQFNOIFHNA-N,CHEMBL1458143,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,O=C(C1=CC(C(C(=O)NC=2C(=CC=CC2)C)C)=CC=C1)C3=CC=CC=C3,Cc1ccccc1NC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1
68540,BEBHQHMDOTZMBJ-HXTKINSTNA-N,CHEMBL1347641,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(N2C(O)=C3C(SC=4N=C(SC4C3C5=CC=CC=C5)O)=C2O)C=C1,Oc1nc2c(s1)C(c1ccccc1)c1c(c(O)n(-c3ccc(Cl)cc3)c1O)S2
68566,BDBQDRWVUVQCIA-LNNLXFCONA-N,CHEMBL1742217,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,FC(F)(F)C1N2N=CC(=C2NC(C1)C3=CC(OC)=CC=C3)C(=O)NC(C)(C)C,COc1cccc(C2CC(C(F)(F)F)n3ncc(C(=O)NC(C)(C)C)c3N2)c1
68569,BDCOBESMGKKMHR-UHFFFAOYNA-N,CHEMBL1609528,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,FC1=CC=C(CN2C=3N=C(OCC4=CC=CC=C4)N=CC3N=C(C2=O)C)C=C1,Cc1nc2cnc(OCc3ccccc3)nc2n(Cc2ccc(F)cc2)c1=O
68592,BEOFKPYKDYIIRX-NRFANRHFNA-N,CHEMBL1354841,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,FC=1C=C(C(=O)N2C[C@@]3(CN(CC3)CC4=CC=NC=C4)CCC2)C=CC1,O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(Cc3ccncc3)C2)C1
68600,BBKRJPRBKOGDRW-UHFFFAOYNA-N,CHEMBL1331782,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,N12C(N3C(=NC=C3)C)=C(C(=C(C1=NC=4C2=CC=CC4)C#N)C)CCC(C)C,Cc1c(CCC(C)C)c(-n2ccnc2C)n2c(nc3ccccc32)c1C#N
68627,BAWRCDINGFRQGO-QWOVJGMINA-N,CHEMBL1527775,1559,A,5.7,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(S(=O)(=O)N2CCN(CC2)CC(=O)NC=3C=CC(OCC)=CC3)C=C1,CCOc1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1
68633,ARMODUMADBVIPT-UYBDAZJANA-N,CHEMBL1581528,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,O(C1=C(OC)C=C(C=C1)C=O)CCCOC2=C(C(=O)O)C=CC=C2,COc1cc(C=O)ccc1OCCCOc1ccccc1C(=O)O
68638,ASBUQGOTQUYTDQ-QWOVJGMINA-N,CHEMBL1393348,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,ClC=1C(C2=NOC(=C2C(=O)NC=3SC=C(N3)CC(OCC)=O)C)=C(Cl)C=CC1,CCOC(=O)Cc1csc(NC(=O)c2c(-c3c(Cl)cccc3Cl)noc2C)n1
68640,ASEUFCBJOVYHRS-LVZFUZTINA-N,CHEMBL3198738,1559,A,8.0,chembl20,737826,9606,CYP2C9,un28,O=N(=O)C1=C(N/N=C\2/C3CCN(C2)CC3)C=C(N4CCN(CC4)C)C=C1,CN1CCN(c2ccc([N+](=O)[O-])c(N/N=C3\CN4CCC3CC4)c2)CC1
68644,ASMXBNYBIJRDSH-LNNLXFCONA-N,CHEMBL1568277,1559,A,5.55,chembl20,737826,9606,CYP2C9,un28,FC=1C=CC(C(=O)NC=2OC(=C(N2)C3=CC=CC=C3)C4=CC=CC=C4)=CC1,O=C(Nc1nc(-c2ccccc2)c(-c2ccccc2)o1)c1ccc(F)cc1
68651,ASUTZQLVASHGKV-IFIJOSMWNA-N,676392,1559,A,6.10002,pubchem,883,9606,CYP2C9,un28,O1[C@@H]2[C@]3(C=4C1=C(OC)C=CC4CN(CC3)C)C=C[C@@H](O)C2,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2
68657,ATCDJYGJIQHRAN-QLJNEMMGNA-N,CHEMBL3193269,1559,A,5.35,chembl20,737826,9606,CYP2C9,un28,S\1/C(/N(C(=O)/C1=C/C=2OC(=CC2)C)CCC)=N/C3=CC=C(OC)C=C3,CCCN1C(=O)/C(=C/c2ccc(C)o2)S/C1=N/c1ccc(OC)cc1
68668,AWYRDIXOAGCTEJ-PKSOQXRJNA-N,CHEMBL1741783,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,S(C=1N=C2N(N=CC2=C(O)N1)C3=CC=C(C=C3)C)C(C(OC)=O)C,COC(=O)C(C)Sc1nc(O)c2cnn(-c3ccc(C)cc3)c2n1
68669,AXBSHMQSHQREHQ-PKSOQXRJNA-N,CHEMBL1331572,1559,A,8.25,chembl20,737826,9606,CYP2C9,un28,O1C=2C(N(C(=O)C1)CCC(=O)NCC=3C=C4OCOC4=CC3)=CC(=CC2)C,Cc1ccc2c(c1)N(CCC(=O)NCc1ccc3c(c1)OCO3)C(=O)CO2
68672,AXHORYJGDBVDII-UHFFFAOYNA-N,CHEMBL1378339,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,N1(C=2C(N=C1)=CC=CC2)C3=CC=C(C4=NC(=NC=C4)C5=NC=CC=C5)C=C3,c1ccc(-c2nccc(-c3ccc(-n4cnc5ccccc54)cc3)n2)nc1
68674,APIUJQLXJPJERX-UHFFFAOYNA-N,CHEMBL1465707,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,O=C(N1CCN(C2=NC(=C3C(=C2C#N)CCC3)CC(C)C)CC1)C=4C=CC=CC4,CC(C)Cc1nc(N2CCN(C(=O)c3ccccc3)CC2)c(C#N)c2c1CCC2
68683,APUQGKCCDCEZBY-UHFFFAOYNA-N,CHEMBL1314971,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O(C1=NC=2N(C(=O)C(=NC2C=N1)C)C3=CC=CC=C3)C4=CC=C(OC)C=C4,COc1ccc(Oc2ncc3nc(C)c(=O)n(-c4ccccc4)c3n2)cc1
68701,ARCTYDVJPBUXBU-LQFNOIFHNA-N,CHEMBL83899,1559,A,6.6,chembl20,737826,9606,CYP2C9,un28,S(O)(=O)(N=CCN1CCC(CCC(C2=C(C=C(C(=C2)Cl)N)OC)=O)CC1)C,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC=N[SH](C)(=O)O)CC1
68727,AVEYIPXODFBJMV-QWOVJGMINA-N,CHEMBL1415310,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O1C=2C(OCC1)=CC=C(NC(=O)C=3C4=NC=5C(N=C4C=CC3)=CC=CC5)C2,O=C(Nc1ccc2c(c1)OCCO2)c1cccc2nc3ccccc3nc12
68731,ATOQSGSPWYGDMX-KLSXOVHCNA-N,9595216,1559,A,5.6,pubchem,883,9606,CYP2C9,un28,O[C@@H]1[C@@H]([C@@H]\2C(C=C(C/C2=N/O)C)(C)C)C=C(CC1(C)C)C,CC1=CC(C)(C)[C@@H]([C@H]2C=C(C)CC(C)(C)[C@@H]2O)/C(=N\O)C1
68732,ATOQSGSPWYGDMX-PUBKMSNPNA-N,CHEMBL2373630,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,O[C@@H]1[C@@H]([C@H]\2C(C=C(C/C2=N/O)C)(C)C)C=C(CC1(C)C)C,CC1=CC(C)(C)[C@H]([C@H]2C=C(C)CC(C)(C)[C@@H]2O)/C(=N\O)C1
68742,AUDMNFRPEZPOKT-LQFNOIFHNA-N,CHEMBL1327171,1559,A,6.0,chembl20,737826,9606,CYP2C9,un28,O=C(NC=1C=C(C=2N=C3C(=NC2)C=CC=C3)C=CC1)C=4C=CC(=CC4)C,Cc1ccc(C(=O)Nc2cccc(-c3cnc4ccccc4n3)c2)cc1
68748,AXTWTHAKJDGTSI-UHFFFAOYNA-N,CHEMBL1457419,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,O=C1N(C(=O)C=2C=3C4=C(C=CC31)CCC4=CC2)C=5C=C6C(=CC5)C=CC=C6,O=C1c2ccc3c4c(ccc(c24)C(=O)N1c1ccc2ccccc2c1)CC3
68751,AYDZBUWYWCGNIT-UHFFFAOYNA-N,CHEMBL1590974,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,O=C1N(C=2N=C(OC3=CC=C(OC)C=C3)N=CC2N=C1C=4C=CC=CC4)C5CC5,COc1ccc(Oc2ncc3nc(-c4ccccc4)c(=O)n(C4CC4)c3n2)cc1
68790,BVCMDMYFMGSYTP-QWOVJGMINA-N,CHEMBL267210,1559,A,5.7,chembl20,423305,9606,CYP2C9,un28,C=1C(=C(C2=C(C1)C(C(O)=O)=C(O)C(C3=CC=C(C=C3)Cl)=N2)C)C,Cc1ccc2c(C(=O)O)c(O)c(-c3ccc(Cl)cc3)nc2c1C
68795,BSBPSAZERAVRKV-XBTAAFKLNA-N,CHEMBL1540051,1559,A,6.15,chembl20,737826,9606,CYP2C9,un28,S1C(CC(=O)NC2=CC=C(C3=NC=4C(N3)=CC=C(C4)C)C=C2)=CC=C1,Cc1ccc2[nH]c(-c3ccc(NC(=O)Cc4cccs4)cc3)nc2c1
68805,CATLBKSNUTVLCZ-UHFFFAOYNA-N,CHEMBL1414662,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(COC(=O)CCC=2OC(=C(N2)C3=CC=CC=C3)C4=CC=CC=C4)C=C1,O=C(CCc1nc(-c2ccccc2)c(-c2ccccc2)o1)OCc1ccc(Cl)cc1
68808,CAWNGUOMOKAJSA-LQFNOIFHNA-N,CHEMBL1307437,1559,A,5.7,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(=C(NC(=O)COC2=CC=C(OC)C=C2)C=C1)C(=O)C3=CC=CC=C3,COc1ccc(OCC(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cc1
68824,CBPTZQXBTXUKSD-MUFRBBCQNA-N,CHEMBL1431337,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,ClC=1C(N2C=3C(C(=C2)/C=C/C(O)=O)=CC=CC3)=NC=C(C1)C(F)(F)F,O=C(O)/C=C/c1cn(-c2ncc(C(F)(F)F)cc2Cl)c2ccccc12
68859,CEEDKNHIBNHBQW-ZVNAXFNBNA-N,CHEMBL485196,1559,N,4.96,chembl20,501339,9606,CYP2C9,un28,C(CC=1C=2CCC=3C=C(C=CC3C2ON1)O)C(=O)NC=4CCCCC4C(O)=O,O=C(CCc1noc2c1CCc1cc(O)ccc1-2)NC1=C(C(=O)O)CCCC1
68860,CEGNLJHYGLJTJL-UYBDAZJANA-N,CHEMBL1382296,1559,A,5.65,chembl20,737826,9606,CYP2C9,un28,ClC1=C(N2C(=O)C3=C(NC2=S)C=CC=C3)C=C(OC(C)C)C(Cl)=C1,CC(C)Oc1cc(-n2c(=S)[nH]c3ccccc3c2=O)c(Cl)cc1Cl
68869,BYUHCIQQUVGNDW-RVQYIEHVNA-N,CHEMBL1466200,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,S=C(NC=1C=CC(N(=O)=O)=CC1)NNC(=O)CN2N=C(N(=O)=O)C=C2C,Cc1cc([N+](=O)[O-])nn1CC(=O)NNC(=S)Nc1ccc([N+](=O)[O-])cc1
68880,BZRKCCCJQGQZNS-WJDWOHSUNA-N,CHEMBL1444164,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,S1/C(/C(=O)N(NC=2C=CC=CC2)C1=S)=C\C3=CC(OC)=C(OC)C(OC)=C3,COc1cc(/C=C2\SC(=S)N(Nc3ccccc3)C2=O)cc(OC)c1OC
68890,CAAONFUFSWEJAT-CYBMUJFWNA-N,CHEMBL1336932,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,ClC=1C=CC(C2=NC3=C(N(C2=O)C[C@@H]4OCCC4)N=C(OC)N=C3)=CC1,COc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C[C@H]3CCCO3)c2n1
68897,BWKDIVVBLHPEOM-LILDFLRNNA-N,CHEMBL2110339,1559,N,4.19,chembl20,51556,9606,CYP2C9,un28,C1(=NC2=CC(C(=O)OC)=CC=C2N1)S(=CC3=C(C(OC)=CC=N3)OC)O,COC(=O)c1ccc2[nH]c(S(O)=Cc3nccc(OC)c3OC)nc2c1
68917,BXLHVPBJQKTISJ-UHFFFAOYNA-N,CHEMBL1508024,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,O=C(N1CCN(C=2C=C(N3CCOCC3)C(N(=O)=O)=CC2)CC1)C4=C(C=CC=C4)C,Cc1ccccc1C(=O)N1CCN(c2ccc([N+](=O)[O-])c(N3CCOCC3)c2)CC1
68921,AGRYPPPEOJFIBA-UHFFFAOYNA-N,CHEMBL1600209,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(C1=C(OC(=O)C=2SC=CC2)N(N=C1C)C(C)(C)C)C3=CC=C(C=C3)C,Cc1ccc(S(=O)(=O)c2c(C)nn(C(C)(C)C)c2OC(=O)c2cccs2)cc1
68938,ACOMGCASAKQJIO-QWOVJGMINA-N,CHEMBL1372404,1559,A,5.35,chembl20,737826,9606,CYP2C9,un28,O1C2=NC=3C(C=C2C=C1C(=O)NCC=4C=C5OCOC5=CC4)=CC=C(OC)C3,COc1ccc2cc3cc(C(=O)NCc4ccc5c(c4)OCO5)oc3nc2c1
68954,ADQZGIYHFQQPRB-RAXGKZCSNA-N,CHEMBL115769,1559,A,6.0,chembl20,774746,9606,CYP2C9,un28,C1(=C(C=2C(=CC(=NC2N1)N)OC)C3=CC=NC=C3)C4=CC=C(C=C4)F,COc1cc(N)nc2[nH]c(-c3ccc(F)cc3)c(-c3ccncc3)c12
68963,ADZYJHMZOKZOSJ-UHFFFAOYNA-N,CHEMBL1433002,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,S(C=1N(C(=NN1)COC2=CC=CC=C2)CC)CC(=O)C3=CC(N(=O)=O)=CC=C3,CCn1c(COc2ccccc2)nnc1SCC(=O)c1cccc([N+](=O)[O-])c1
68966,AFNIQYALEQCRCL-UHFFFAOYNA-N,CHEMBL1598878,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,O=C1N(C(=O)C(CC=2N(N=C(C21)C)C3=CC=CC=C3)(C)C)CC4=CC=CC=C4,Cc1nn(-c2ccccc2)c2c1C(=O)N(Cc1ccccc1)C(=O)C(C)(C)C2
69007,AEKWYFFLXFCONP-UHFFFAOYNA-N,CHEMBL1400890,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,O=C1C2=C(N=C(N3CC=4C(CC3)=CC=CC4)N=C2)CC(C1)C5=CC=C(C=C5)C,Cc1ccc(C2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc1
69009,AEOODTLWMHKEOP-GIESBBMHNA-N,CHEMBL354260,1559,N,4.8,chembl20,51556,9606,CYP2C9,un28,C12C(OC=3C(C1O[C@@](C[C@@H]2C=4C=CC=CC4)(OC)C)=CC=CC3)=O,CO[C@]1(C)C[C@H](c2ccccc2)C2C(=O)Oc3ccccc3C2O1
69024,AHWZAOPMZZOXQW-PKSOQXRJNA-N,CHEMBL1474890,1559,A,6.1,chembl20,737826,9606,CYP2C9,un28,O1C=C(C=2N=C(NCC3=C(OC)C=CC=C3)C4=C(N2)C=CC=C4)C=C1,COc1ccccc1CNc1nc(-c2ccoc2)nc2ccccc12
69027,AIBLNPOQYAZGIS-UPSJTROQNA-N,CHEMBL1416194,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,S(C1=NC(O)=C(C(O)=N1)CC)CC(=O)NC2=CC=C(C=C2)C(OC)=O,CCc1c(O)nc(SCC(=O)Nc2ccc(C(=O)OC)cc2)nc1O
69048,ABTCRZZPFNEMKM-UHFFFAOYNA-N,CHEMBL1536220,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,ClC=1C(CN2C(C(=O)N3CCN(C4=CC=C(F)C=C4)CC3)CCC2=O)=CC=CC1,O=C(C1CCC(=O)N1Cc1ccccc1Cl)N1CCN(c2ccc(F)cc2)CC1
69067,BIFUICSRZIQHFK-PDJAEHLQNA-N,71654856,1559,A,6.03152,pubchem,753859,9606,CYP2C9,un28,S(=O)(=O)(N1CCC(NCC1)C)C=2C=CC(NC(=O)NCC3=CC=CN=C3)=CC2,CC1CCN(S(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)CCN1
